"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CSD_UID","CD_UID","CT_UID","CMA_UID","v_CA21_560: Median total income in 2020 among recipients ($)","v_CA21_674: Under $10,000 (including loss)","v_CA21_677: $10,000 to $19,999","v_CA21_680: $20,000 to $29,999","v_CA21_683: $30,000 to $39,999","v_CA21_686: $40,000 to $49,999","v_CA21_689: $50,000 to $59,999","v_CA21_692: $60,000 to $69,999","v_CA21_695: $70,000 to $79,999","v_CA21_698: $80,000 to $89,999","v_CA21_701: $90,000 to $99,999","v_CA21_707: $100,000 to $149,999","v_CA21_710: $150,000 and over","v_CA21_915: Average total income of household in 2020 ($)","v_CA21_916: Average after-tax income of household in 2020 ($)","v_CA21_4407: Non-immigrants","v_CA21_4410: Immigrants","v_CA21_4434: Non-permanent residents","v_CA21_4878: South Asian","v_CA21_4881: Chinese","v_CA21_4884: Black","v_CA21_4887: Filipino","v_CA21_4890: Arab","v_CA21_4893: Latin American","v_CA21_4896: Southeast Asian","v_CA21_4899: West Asian","v_CA21_4902: Korean","v_CA21_4905: Japanese","v_CA21_4908: Visible minority, n.i.e.","v_CA21_4911: Multiple visible minorities","v_CA21_4914: Not a visible minority","v_CA21_5868: No certificate, diploma or degree","v_CA21_5871: High (secondary) school diploma or equivalency certificate","v_CA21_5898: Bachelor's degree","v_CA21_5901: University certificate or diploma above bachelor level"
"261","35240817","DA","35240817",0.1466,651,170,166,"3524001","3524","5350612.08","35535",41600,40,50,75,45,35,20,20,15,15,15,45,40,194000,150000,245,285,15,75,95,0,0,65,0,0,0,0,0,0,0,250,0,30,120,0
"262","35240818","DA","35240818",0.1041,542,151,149,"3524001","3524","5350612.08","35535",43200,65,55,55,30,40,30,25,25,15,20,45,30,180000,142000,325,265,0,85,95,40,0,25,10,0,0,0,0,0,15,285,15,40,100,10
"263","35240819","DA","35240819",0.2803,913,296,291,"3524001","3524","5350612.08","35535",47600,80,75,65,80,55,40,35,35,40,25,90,80,174000,136000,490,440,25,145,130,10,10,25,40,0,0,0,10,0,60,515,0,50,180,15
"264","35240820","DA","35240820",0.1368,638,214,212,"3524001","3524","5350612.08","35535",35600,50,65,80,60,50,20,25,20,15,20,40,15,122000,101000,305,245,0,105,40,75,0,15,0,0,0,20,0,0,0,245,15,65,75,10
"265","35240849","DA","35240849",0.1209,870,240,231,"3524001","3524","5350612.22","35535",48800,85,70,60,45,40,30,25,20,20,25,100,60,160000,129000,400,400,35,120,60,65,35,45,15,0,0,0,0,0,10,445,10,45,195,0
"266","35240850","DA","35240850",0.2362,1022,283,281,"3524001","3524","5350612.21","35535",42400,115,95,105,60,40,25,25,25,25,25,100,130,224000,170000,655,390,0,210,75,30,20,65,25,0,20,35,20,0,25,495,10,45,230,10
"267","35240851","DA","35240851",0.1143,652,180,179,"3524001","3524","5350612.21","35535",49200,100,50,40,35,40,30,25,30,25,20,70,50,198000,158000,365,260,0,105,105,50,30,0,0,0,0,0,0,0,0,295,0,25,175,10
"268","35240852","DA","35240852",0.1054,619,197,196,"3524001","3524","5350612.23","35535",46400,55,55,65,40,30,20,35,25,25,20,70,35,164000,129000,355,255,20,115,30,0,0,0,45,25,15,0,0,0,0,350,10,60,90,15
"269","35240853","DA","35240853",0.507,873,231,229,"3524001","3524","5350612.23","35535",50000,100,75,70,50,35,35,25,35,20,25,85,95,244000,178000,480,360,10,170,100,0,10,45,0,0,0,0,0,0,10,485,20,35,135,30
"270","35240854","DA","35240854",0.1285,610,167,167,"3524001","3524","5350612.22","35535",60800,65,55,55,20,15,25,25,10,20,20,70,80,238000,182000,435,245,0,85,25,80,40,0,15,0,0,20,0,0,25,340,0,50,115,20
"271","35240855","DA","35240855",0.1366,1001,269,268,"3524001","3524","5350612.22","35535",52800,110,65,60,50,35,35,35,20,25,30,120,90,206000,157000,535,395,0,170,105,60,0,35,30,15,0,35,0,0,10,455,0,40,220,20
"272","35240857","DA","35240857",0.0799,503,152,149,"3524001","3524","5350612.22","35535",46800,45,65,50,15,25,20,20,20,20,10,70,35,196000,152000,325,175,15,20,55,40,0,0,0,0,0,30,0,0,0,360,0,10,105,0
"273","35240858","DA","35240858",0.1275,367,106,105,"3524001","3524","5350612.23","35535",54000,30,25,30,25,15,15,5,15,20,10,35,30,164000,128000,180,135,0,65,25,0,0,0,15,0,0,0,0,0,0,155,0,25,75,0
"274","35240859","DA","35240859",0.12,723,193,192,"3524001","3524","5350612.29","35535",42800,95,55,55,45,20,25,20,25,20,20,65,60,216000,160000,285,480,30,190,250,0,0,75,25,0,0,30,0,0,25,180,0,30,165,10
"275","35240861","DA","35240861",0.1902,1086,291,289,"3524001","3524","5350612.25","35535",41200,140,95,90,60,50,40,35,30,30,30,110,75,204000,155000,505,575,25,135,300,0,0,50,0,30,0,45,0,0,0,500,0,65,230,40
"276","35240952","DA","35240952",27.3068,1255,556,420,"3524001","3524","5350615.00","35535",42400,100,115,140,85,70,65,55,30,30,30,135,55,133000,112000,540,600,35,365,105,60,0,145,30,10,30,20,0,35,0,350,10,95,260,35
"277","35240953","DA","35240953",5.6372,967,282,270,"3524001","3524","5350615.00","35535",37600,115,100,95,60,45,30,35,30,30,30,90,60,186000,147000,345,600,10,250,395,0,0,0,15,40,0,0,0,0,10,185,0,70,205,20
"278","35240954","DA","35240954",0.2283,995,347,332,"3524001","3524","5350615.00","35535",50000,60,85,75,70,50,55,55,35,50,30,75,55,154000,119200,535,480,55,225,170,0,40,140,35,0,30,35,0,0,30,345,10,70,290,15
"279","35240955","DA","35240955",0.1346,915,253,244,"3524001","3524","5350615.00","35535",37200,95,90,75,75,50,40,35,25,30,20,65,30,150000,122000,275,595,55,175,255,55,10,130,0,0,0,0,0,0,75,160,10,75,210,15
"280","35240956","DA","35240956",0.149,554,233,220,"3524001","3524","5350615.00","35535",58000,35,35,55,35,30,30,30,30,25,30,55,30,135000,110000,220,260,65,100,60,25,0,85,0,20,0,25,0,0,0,210,0,25,170,20
"281","35240957","DA","35240957",1.782,1701,532,484,"3524001","3524","5350615.00","35535",48800,165,135,130,80,85,75,55,65,45,45,175,105,152500,123600,630,950,50,655,270,45,0,220,0,40,0,0,0,25,10,325,20,65,415,40
"282","35240958","DA","35240958",0.1683,733,228,215,"3524001","3524","5350615.00","35535",53200,55,45,50,35,35,35,25,20,30,25,85,45,154000,125000,195,425,15,150,190,0,0,85,0,20,10,30,0,0,0,85,10,50,140,10
"283","35240959","DA","35240959",0.1338,666,196,187,"3524001","3524","5350615.00","35535",46800,60,50,60,40,30,25,25,25,25,10,60,55,159000,130000,330,460,0,310,110,20,0,125,0,0,0,25,0,0,20,185,20,50,200,0
"284","35240960","DA","35240960",0.0827,1004,445,418,"3524001","3524","5350615.00","35535",46400,75,95,90,80,55,60,40,50,35,35,90,50,110400,89600,395,655,20,305,65,10,25,190,0,0,0,55,0,15,30,355,10,110,240,20
"285","35240961","DA","35240961",0.2593,1419,526,497,"3524001","3524","5350615.00","35535",43600,120,130,130,105,85,85,55,45,40,35,110,70,127600,103200,400,915,85,400,205,70,10,195,15,25,15,45,0,40,35,340,20,60,325,40
"286","35240962","DA","35240962",2.4456,1248,447,380,"3524001","3524","5350615.00","35535",43600,125,105,115,80,65,40,50,45,35,35,100,110,171000,131000,670,565,55,555,145,0,10,135,20,0,0,0,0,25,25,340,10,75,230,15
"287","35240963","DA","35240963",0.2491,1682,476,461,"3524001","3524","5350615.00","35535",50800,150,125,125,95,75,60,70,60,65,50,150,140,180000,142000,765,885,70,545,280,35,30,230,50,10,50,85,0,0,55,355,0,95,370,30
"288","35240964","DA","35240964",0.1661,1042,298,284,"3524001","3524","5350615.00","35535",58400,90,60,85,50,40,35,35,35,45,20,135,75,204000,156000,390,555,50,365,225,50,45,120,10,0,0,0,0,0,15,135,30,25,185,30
"289","35240965","DA","35240965",0.2678,1866,502,493,"3524001","3524","5350615.00","35535",47200,210,145,145,95,70,60,70,60,50,60,190,125,180000,142500,635,1145,105,465,560,0,0,185,45,50,75,30,0,30,25,420,20,80,450,25
"290","35240966","DA","35240966",0.2821,1061,364,339,"3524001","3524","5350615.00","35535",47600,70,90,85,65,55,45,40,35,50,35,80,50,120000,1e+05,445,580,10,280,115,50,10,155,20,30,0,0,0,0,0,345,0,20,230,20
"291","35240967","DA","35240967",0.2162,1381,499,481,"3524001","3524","5350615.00","35535",50000,100,95,135,90,70,55,50,70,55,40,135,80,137000,109600,505,720,70,205,225,75,0,205,105,15,0,80,0,10,0,375,25,80,310,20
"292","35240968","DA","35240968",0.4234,1383,420,407,"3524001","3524","5350615.00","35535",43200,145,90,115,85,55,50,50,50,25,40,125,80,158000,123200,510,800,75,460,255,30,0,215,10,35,0,70,0,0,15,275,0,110,280,20
"293","35240969","DA","35240969",0.1195,841,221,215,"3524001","3524","5350615.00","35535",44000,100,65,70,45,40,30,20,35,20,25,75,75,212000,160000,345,435,15,230,125,40,0,55,0,25,0,0,0,0,0,280,0,50,150,10
"294","35240970","DA","35240970",0.0814,604,186,179,"3524001","3524","5350615.00","35535",50400,60,40,45,30,25,30,15,15,25,15,55,50,198000,148000,255,350,0,125,140,35,0,100,0,0,0,25,0,0,50,100,0,30,100,15
"295","35240978","DA","35240978",0.1404,1066,586,548,"3524001","3524","5350612.15","35535",52000,60,70,100,90,80,100,70,60,50,30,95,35,94800,80000,570,585,55,195,55,100,35,75,65,0,20,30,0,10,10,610,25,120,270,40
"296","35240979","DA","35240979",0.2115,1065,322,315,"3524001","3524","5350612.15","35535",46800,95,90,85,65,60,55,40,35,35,20,115,55,164000,128500,575,475,0,275,20,40,0,55,50,25,15,0,0,0,25,515,10,65,225,20
"297","35240980","DA","35240980",0.5517,1297,402,396,"3524001","3524","5350612.15","35535",60800,120,80,95,65,45,55,45,45,45,45,145,135,208000,157500,570,585,35,170,85,20,0,130,50,0,20,50,0,0,10,660,10,80,260,10
"298","35240981","DA","35240981",0.0945,409,114,113,"3524001","3524","5350612.15","35535",49200,50,25,30,20,25,20,5,10,10,10,30,55,220000,160000,225,145,30,60,0,0,0,35,0,0,0,0,0,0,0,255,0,30,65,15
"299","35240982","DA","35240982",0.8636,1594,482,475,"3524001","3524","5350612.15","35535",57600,170,105,105,85,60,50,45,60,35,45,185,185,224000,168000,840,635,30,205,145,70,0,95,45,0,10,50,0,0,20,845,0,70,410,25
"300","35240983","DA","35240983",0.3474,1034,317,315,"3524001","3524","5350612.15","35535",51200,120,90,75,50,35,40,40,25,25,30,120,110,182000,133000,535,515,20,225,60,15,0,95,0,0,0,20,0,0,10,610,0,40,250,20
"301","35240984","DA","35240984",0.0946,495,169,168,"3524001","3524","5350612.15","35535",54000,50,30,30,35,35,20,25,20,15,20,55,60,170000,124000,270,195,35,45,0,30,10,30,40,0,0,0,0,0,0,320,0,20,105,25
"302","35240985","DA","35240985",1.7478,1029,317,315,"3524001","3524","5350612.15","35535",57600,140,85,70,45,30,35,40,45,35,25,105,160,297000,220000,695,360,20,130,90,20,0,100,45,0,0,40,0,0,25,615,0,55,235,40
"303","35240986","DA","35240986",0.3518,1459,507,496,"3524001","3524","5350612.22","35535",52000,110,85,110,85,85,80,65,65,45,45,140,85,138500,108400,585,745,120,365,85,140,75,140,50,0,0,30,0,0,0,540,10,90,340,50
"304","35240987","DA","35240987",0.2718,1184,300,298,"3524001","3524","5350612.22","35535",48800,125,120,85,65,45,45,40,30,25,25,120,130,250000,186000,655,540,20,330,120,0,0,65,0,20,0,0,0,0,0,570,0,55,305,10
"305","35240988","DA","35240988",0.2103,1400,466,459,"3524001","3524","5350612.22","35535",52000,130,90,105,75,80,65,55,40,65,50,150,65,144000,114800,680,630,95,340,60,150,25,75,85,20,0,0,0,0,0,610,0,90,220,25
"306","35241030","DA","35241030",1.1646,2893,912,902,"3524001","3524","5350610.05","35535",57600,285,230,195,155,120,120,115,105,95,100,290,335,213200,157200,1780,1010,45,315,145,80,50,215,40,10,25,55,0,20,65,1805,15,165,570,70
"307","35241031","DA","35241031",0.7369,2578,873,851,"3524001","3524","5350610.06","35535",49600,260,220,215,195,135,120,100,90,85,60,285,275,185600,142000,1380,1160,15,335,175,110,35,225,130,45,45,30,0,25,50,1355,25,155,555,95
"308","35241034","DA","35241034",0.2062,1289,387,382,"3524001","3524","5350612.21","35535",51600,110,100,75,75,75,65,50,50,40,45,115,80,148500,122000,565,670,65,270,120,30,45,95,50,0,20,45,0,0,10,615,0,80,245,15
"309","35241035","DA","35241035",0.1339,756,229,225,"3524001","3524","5350612.21","35535",46800,60,50,70,40,40,35,20,25,20,20,65,35,135000,112000,295,385,55,130,65,0,0,210,70,0,0,0,0,0,0,245,0,50,160,10
"310","35241036","DA","35241036",0.149,878,216,215,"3524001","3524","5350612.21","35535",48800,90,70,70,40,40,35,20,25,20,25,80,95,292000,208000,450,425,10,170,55,155,0,0,0,0,0,15,0,30,30,395,15,55,160,25
"311","35241045","DA","35241045",0.1356,418,159,158,"3524001","3524","5350610.05","35535",51200,30,40,40,25,30,25,15,15,10,10,50,35,154000,124000,325,75,10,15,15,10,0,0,0,0,0,0,0,0,20,345,0,25,95,0
"312","35241046","DA","35241046",0.5295,1109,486,475,"3524001","3524","5350610.06","35535",56400,90,105,80,85,75,55,55,65,35,30,110,185,197000,139000,715,390,10,75,75,25,0,15,0,0,0,0,10,0,25,855,0,75,190,25
