"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CSD_UID","CD_UID","CT_UID","CMA_UID","v_CA21_6498: Employed","v_CA21_6501: Unemployed","v_CA21_5868: No certificate, diploma or degree","v_CA21_5871: High (secondary) school diploma or equivalency certificate","v_CA21_5877: Postsecondary certificate or diploma below bachelor level","v_CA21_5895: Bachelor's degree or higher","v_CA21_1085: Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)","v_CA21_945: Under $5,000","v_CA21_946: $5,000 to $9,999","v_CA21_947: $10,000 to $14,999","v_CA21_948: $15,000 to $19,999","v_CA21_949: $20,000 to $24,999","v_CA21_950: $25,000 to $29,999","v_CA21_951: $30,000 to $34,999","v_CA21_952: $35,000 to $39,999","v_CA21_953: $40,000 to $44,999","v_CA21_954: $45,000 to $49,999","v_CA21_955: $50,000 to $59,999","v_CA21_956: $60,000 to $69,999","v_CA21_957: $70,000 to $79,999","v_CA21_958: $80,000 to $89,999","v_CA21_959: $90,000 to $99,999","v_CA21_960: $100,000 and over"
"196","35240587","DA","35240587",0.1439,538,299,284,"3524001","3524","5350605.00","35535",220,20,10,35,45,150,5.6,5,0,0,0,10,10,10,15,10,10,30,15,20,10,10,120
"197","35240588","DA","35240588",0.0729,248,178,146,"3524001","3524","5350603.00","35535",90,10,10,20,10,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","35240589","DA","35240589",0.1498,856,519,504,"3524001","3524","5350603.00","35535",280,35,15,55,85,155,12.2,10,5,15,15,125,60,30,30,20,20,35,25,15,15,10,70
"199","35240600","DA","35240600",2.1642,1025,392,380,"3524001","3524","5350614.02","35535",560,55,20,105,150,300,6.2,5,0,0,10,10,5,5,10,5,10,25,25,30,25,20,185
"200","35240601","DA","35240601",0.6641,1856,966,895,"3524001","3524","5350613.04","35535",740,145,50,200,220,425,17.5,30,15,30,45,85,55,30,45,30,40,70,70,60,50,35,190
"201","35240602","DA","35240602",0.7209,870,305,302,"3524001","3524","5350612.05","35535",400,40,0,80,105,240,4.6,5,0,5,0,0,5,10,10,10,5,20,15,15,15,15,170
"202","35240604","DA","35240604",0.1181,396,124,123,"3524001","3524","5350612.12","35535",240,10,15,25,80,105,5.2,0,0,0,0,0,0,0,0,0,0,5,5,5,5,10,90
"203","35240605","DA","35240605",0.0999,439,139,139,"3524001","3524","5350612.12","35535",285,30,0,60,75,120,4,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,100
"204","35240606","DA","35240606",0.0804,369,112,110,"3524001","3524","5350612.12","35535",190,15,0,25,55,110,4.5,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,85
"205","35240607","DA","35240607",0.127,592,196,193,"3524001","3524","5350612.12","35535",270,40,0,40,45,225,2.4,0,0,0,0,0,0,0,5,5,0,10,10,10,10,10,120
"206","35240608","DA","35240608",0.0621,321,99,99,"3524001","3524","5350612.12","35535",195,20,0,40,65,120,NA,0,0,0,0,0,0,0,0,0,0,5,5,0,10,5,70
"207","35240609","DA","35240609",0.1117,439,130,129,"3524001","3524","5350612.12","35535",240,50,0,35,85,140,3.2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,100
"208","35240610","DA","35240610",0.1707,409,127,126,"3524001","3524","5350612.27","35535",230,15,0,50,50,160,5.2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,100
"209","35240611","DA","35240611",0.2353,1051,333,332,"3524001","3524","5350612.27","35535",460,80,0,50,135,335,7.4,10,0,5,0,5,0,5,0,5,10,10,15,15,15,15,220
"210","35240612","DA","35240612",0.0674,349,110,109,"3524001","3524","5350612.27","35535",205,15,0,25,20,165,4.5,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,75
"211","35240613","DA","35240613",0.2169,469,145,143,"3524001","3524","5350612.27","35535",270,15,0,15,60,155,2.4,0,0,0,0,0,0,0,0,0,0,5,5,5,10,5,110
"212","35240614","DA","35240614",0.1672,369,111,110,"3524001","3524","5350612.27","35535",190,15,0,10,50,145,NA,0,0,0,0,0,0,0,0,0,0,5,5,5,10,5,70
"213","35240615","DA","35240615",0.2346,924,322,317,"3524001","3524","5350613.03","35535",470,80,25,105,115,265,4.4,0,5,0,0,5,5,0,10,5,5,20,15,15,30,15,175
"214","35240616","DA","35240616",0.2355,565,183,183,"3524001","3524","5350600.02","35535",310,45,0,40,105,185,7.2,5,0,0,0,0,0,0,0,0,0,10,10,10,10,10,110
"215","35240619","DA","35240619",1.2597,1269,411,404,"3524001","3524","5350612.11","35535",615,75,0,55,150,510,5.6,10,0,0,5,5,0,5,5,5,10,15,10,20,10,20,280
"216","35240620","DA","35240620",0.1717,381,117,116,"3524001","3524","5350612.11","35535",200,20,15,0,30,160,6,0,0,0,0,0,0,0,0,0,0,5,5,10,5,10,75
"217","35240688","DA","35240688",0.1401,1190,379,368,"3524001","3524","5350612.22","35535",545,80,10,60,90,465,5.2,5,0,0,0,5,0,5,5,5,10,20,20,30,30,20,195
"218","35240689","DA","35240689",0.0943,779,230,229,"3524001","3524","5350612.23","35535",380,35,20,85,70,255,1.8,0,0,0,0,0,5,0,0,0,0,15,15,10,15,15,140
"219","35240691","DA","35240691",0.2696,1138,389,374,"3524001","3524","5350612.23","35535",420,55,15,40,75,330,3.4,0,0,0,0,10,5,10,5,10,20,20,20,25,30,30,185
"220","35240695","DA","35240695",0.074,612,210,207,"3524001","3524","5350612.21","35535",340,60,0,45,115,190,4,0,0,0,0,5,0,5,0,5,10,5,15,20,15,10,115
"221","35240696","DA","35240696",0.2295,775,210,209,"3524001","3524","5350612.21","35535",415,80,0,25,90,300,1.6,0,0,0,0,0,0,0,0,0,0,5,5,0,10,5,170
"222","35240697","DA","35240697",0.2133,938,304,301,"3524001","3524","5350612.21","35535",455,35,15,85,105,285,2.6,5,0,0,0,0,0,0,5,0,5,15,20,10,20,25,190
"223","35240698","DA","35240698",0.2319,1127,357,356,"3524001","3524","5350612.20","35535",500,60,0,60,150,330,4.2,5,0,0,0,0,0,5,10,5,10,20,15,10,15,25,225
"224","35240699","DA","35240699",0.1922,990,294,294,"3524001","3524","5350612.18","35535",530,50,10,60,155,300,4.2,0,0,0,0,0,5,5,0,5,5,10,15,15,15,15,205
"225","35240700","DA","35240700",0.0984,590,183,182,"3524001","3524","5350612.19","35535",275,30,0,25,85,195,3.8,5,0,0,0,0,0,0,0,0,0,5,5,15,10,10,120
"226","35240701","DA","35240701",0.0953,563,162,160,"3524001","3524","5350612.19","35535",330,20,0,50,70,200,2.4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,140
"227","35240705","DA","35240705",0.1924,685,226,224,"3524001","3524","5350612.19","35535",370,65,0,25,120,280,5.2,0,0,0,0,0,0,0,0,5,0,15,10,10,10,15,135
"228","35240706","DA","35240706",0.1277,606,205,200,"3524001","3524","5350612.19","35535",245,40,25,30,90,185,8.4,5,0,0,0,10,5,5,10,5,5,5,15,5,5,15,105
"229","35240707","DA","35240707",0.1768,722,216,210,"3524001","3524","5350612.20","35535",365,60,10,60,115,265,2.8,0,0,0,0,0,0,0,0,0,5,5,15,10,15,10,135
"230","35240708","DA","35240708",0.2033,760,210,209,"3524001","3524","5350612.20","35535",435,75,0,55,105,260,2.6,0,0,0,0,0,0,0,0,5,0,5,0,5,10,5,165
"231","35240709","DA","35240709",0.1883,681,222,220,"3524001","3524","5350612.20","35535",305,70,0,40,105,220,4,0,0,0,0,0,0,5,0,5,0,15,10,5,5,15,155
"232","35240710","DA","35240710",0.1798,581,189,187,"3524001","3524","5350612.20","35535",290,40,10,40,75,205,5.6,0,0,0,0,0,0,0,5,0,5,5,10,10,10,10,115
"233","35240711","DA","35240711",0.1415,670,206,205,"3524001","3524","5350612.23","35535",390,65,0,35,135,210,4.4,0,0,0,0,0,0,0,0,5,5,15,5,10,15,15,125
"234","35240712","DA","35240712",0.0971,511,163,160,"3524001","3524","5350612.23","35535",240,55,20,15,95,155,2.4,0,0,0,0,0,0,0,0,0,0,0,5,5,15,10,110
"235","35240713","DA","35240713",0.4946,869,267,263,"3524001","3524","5350612.18","35535",475,50,0,25,120,340,2.6,5,0,0,0,0,0,0,0,10,5,5,10,10,15,15,190
"236","35240714","DA","35240714",0.1028,563,176,175,"3524001","3524","5350612.18","35535",265,25,10,60,50,185,2,0,0,0,0,0,0,0,5,0,5,0,5,10,10,5,125
"237","35240715","DA","35240715",0.166,898,311,304,"3524001","3524","5350612.18","35535",485,60,0,95,135,325,5.4,5,0,0,0,0,5,0,5,10,10,10,15,25,20,20,160
"238","35240716","DA","35240716",0.2302,762,188,188,"3524001","3524","5350612.18","35535",330,55,10,75,95,195,4,5,0,0,5,0,0,0,0,0,0,10,10,5,5,15,130
"239","35240760","DA","35240760",4.2032,44,20,17,"3524001","3524","5350612.10","35535",50,0,0,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","35240761","DA","35240761",0.3946,328,106,104,"3524001","3524","5350612.18","35535",160,25,0,35,15,110,2.5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,75
"241","35240762","DA","35240762",0.3542,524,153,153,"3524001","3524","5350612.19","35535",260,30,0,0,35,250,4.8,5,0,0,0,0,0,0,0,0,0,0,10,5,5,0,115
"242","35240765","DA","35240765",0.0703,431,132,129,"3524001","3524","5350612.20","35535",270,35,0,10,65,165,4.5,0,0,0,0,0,0,0,0,0,0,5,10,5,0,5,95
"243","35240766","DA","35240766",0.1502,1040,372,368,"3524001","3524","5350612.19","35535",575,70,30,75,140,335,4.8,10,5,0,0,5,10,0,10,10,10,25,10,25,30,25,195
"244","35240767","DA","35240767",0.2171,823,250,246,"3524001","3524","5350612.11","35535",470,45,15,85,170,225,4.4,0,0,0,5,0,0,0,10,0,0,0,15,5,20,10,165
"245","35240768","DA","35240768",0.1497,492,137,136,"3524001","3524","5350612.11","35535",270,45,0,20,55,170,5.2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,110
"246","35240769","DA","35240769",0.0861,454,134,132,"3524001","3524","5350612.11","35535",230,35,0,25,50,155,NA,0,0,0,0,0,0,0,0,0,0,10,5,0,10,5,95
"247","35240770","DA","35240770",1.0685,1162,306,302,"3524001","3524","5350612.28","35535",580,80,0,45,65,470,6,5,0,0,0,0,0,0,0,0,5,10,5,5,5,10,240
"248","35240771","DA","35240771",0.1581,778,221,215,"3524001","3524","5350612.29","35535",345,35,0,65,55,305,12.6,15,0,0,0,0,5,5,0,5,5,5,10,10,10,15,120
"249","35240772","DA","35240772",0.2587,876,228,225,"3524001","3524","5350612.28","35535",455,40,0,25,50,360,4,0,0,0,0,0,0,0,0,0,0,10,10,5,10,5,170
"250","35240773","DA","35240773",0.1773,954,236,232,"3524001","3524","5350612.29","35535",400,70,0,30,80,320,3.4,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,185
"251","35240774","DA","35240774",0.2762,917,276,272,"3524001","3524","5350612.28","35535",430,70,0,35,95,345,5.4,5,0,0,0,0,5,0,5,0,5,10,15,10,10,10,180
"252","35240776","DA","35240776",0.1969,1655,717,682,"3524001","3524","5350612.29","35535",690,100,15,100,170,545,10.1,15,5,10,15,25,20,35,30,25,35,45,40,45,30,45,255
"253","35240777","DA","35240777",0.1902,784,217,214,"3524001","3524","5350612.25","35535",375,15,0,20,55,340,4.8,0,0,0,0,0,5,0,0,5,5,5,10,10,5,5,155
"254","35240779","DA","35240779",0.4706,865,250,244,"3524001","3524","5350612.25","35535",390,95,15,25,90,355,4.4,5,0,0,0,0,0,0,0,5,10,10,10,5,10,10,175
"255","35240786","DA","35240786",0.6738,2067,1156,925,"3524001","3524","5350612.26","35535",1080,120,45,120,285,845,12.5,40,15,10,25,15,35,30,25,25,35,80,75,75,105,90,240
"256","35240787","DA","35240787",0.2197,1627,688,649,"3524001","3524","5350612.26","35535",735,65,15,105,180,530,10,25,10,0,5,15,15,20,25,30,25,60,40,45,45,50,225
"257","35240788","DA","35240788",0.0734,654,230,226,"3524001","3524","5350612.26","35535",320,45,15,50,95,235,3.6,0,0,0,0,0,0,5,0,0,5,10,20,10,10,15,125
"258","35240789","DA","35240789",0.0851,1464,756,732,"3524001","3524","5350612.26","35535",770,90,25,100,235,510,5.7,15,5,0,10,25,40,25,30,30,30,80,65,60,55,40,220
"259","35240790","DA","35240790",0.0752,561,226,222,"3524001","3524","5350612.26","35535",330,30,10,50,45,205,2.4,0,0,0,0,0,10,5,5,10,5,10,10,20,10,15,125
"260","35240816","DA","35240816",0.3146,524,206,203,"3524001","3524","5350612.08","35535",245,30,30,40,95,135,9.6,5,0,0,0,0,5,0,5,10,5,15,10,15,10,15,90
"261","35240817","DA","35240817",0.1466,651,170,166,"3524001","3524","5350612.08","35535",280,60,0,30,30,205,3.2,0,0,0,0,0,0,10,0,0,5,10,5,10,5,10,100
"262","35240818","DA","35240818",0.1041,542,151,149,"3524001","3524","5350612.08","35535",265,60,15,40,65,195,6,0,0,0,0,0,0,0,5,0,0,0,0,5,10,10,95
"263","35240819","DA","35240819",0.2803,913,296,291,"3524001","3524","5350612.08","35535",490,90,0,50,120,350,4.8,0,0,0,0,0,5,5,5,5,5,10,15,15,10,15,190
"264","35240820","DA","35240820",0.1368,638,214,212,"3524001","3524","5350612.08","35535",255,40,15,65,85,130,10.8,5,0,0,0,10,5,5,10,10,15,15,20,15,15,10,75
"265","35240849","DA","35240849",0.1209,870,240,231,"3524001","3524","5350612.22","35535",390,35,10,45,105,295,6.6,0,0,0,0,0,0,0,5,5,5,10,0,5,5,10,170
"266","35240850","DA","35240850",0.2362,1022,283,281,"3524001","3524","5350612.21","35535",580,75,10,45,150,355,2.8,0,0,0,0,0,5,0,0,5,5,10,10,5,10,10,210
"267","35240851","DA","35240851",0.1143,652,180,179,"3524001","3524","5350612.21","35535",325,60,0,25,60,245,2.8,0,0,0,0,0,0,0,5,0,0,5,5,5,5,5,145
"268","35240852","DA","35240852",0.1054,619,197,196,"3524001","3524","5350612.23","35535",335,60,10,60,115,160,2.8,0,0,0,0,0,0,0,0,0,0,15,15,10,10,20,110
"269","35240853","DA","35240853",0.507,873,231,229,"3524001","3524","5350612.23","35535",440,60,20,35,115,270,1.2,0,0,0,0,0,0,0,0,5,0,5,10,5,10,5,185
"270","35240854","DA","35240854",0.1285,610,167,167,"3524001","3524","5350612.22","35535",365,35,0,50,65,225,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,135
"271","35240855","DA","35240855",0.1366,1001,269,268,"3524001","3524","5350612.22","35535",455,70,0,40,60,375,4.6,5,0,0,0,0,0,0,0,5,0,10,5,10,20,10,200
"272","35240857","DA","35240857",0.0799,503,152,149,"3524001","3524","5350612.22","35535",260,50,0,10,70,185,4.8,0,0,0,0,0,0,0,5,0,0,10,10,0,5,5,100
"273","35240858","DA","35240858",0.1275,367,106,105,"3524001","3524","5350612.23","35535",170,20,0,25,30,135,NA,0,0,0,0,0,0,0,0,0,5,5,0,0,10,10,75
"274","35240859","DA","35240859",0.12,723,193,192,"3524001","3524","5350612.29","35535",330,50,0,30,80,280,3,0,5,0,0,0,0,0,0,5,0,5,10,5,10,10,130
"275","35240861","DA","35240861",0.1902,1086,291,289,"3524001","3524","5350612.25","35535",485,65,0,65,125,390,6.6,5,0,0,0,0,5,0,0,5,5,15,15,10,15,10,190
"276","35240952","DA","35240952",27.3068,1255,556,420,"3524001","3524","5350615.00","35535",550,110,10,95,135,435,7.3,15,0,10,5,5,20,10,0,10,15,25,25,25,25,25,210
"277","35240953","DA","35240953",5.6372,967,282,270,"3524001","3524","5350615.00","35535",455,50,0,70,90,360,6.4,0,0,0,0,0,5,0,5,5,10,10,15,10,15,15,160
"278","35240954","DA","35240954",0.2283,995,347,332,"3524001","3524","5350615.00","35535",545,65,10,70,135,405,4,0,5,5,0,0,5,5,10,10,5,25,20,30,25,15,175
"279","35240955","DA","35240955",0.1346,915,253,244,"3524001","3524","5350615.00","35535",410,65,10,75,70,355,10.8,0,5,5,5,0,0,0,0,0,5,15,10,15,25,15,135
"280","35240956","DA","35240956",0.149,554,233,220,"3524001","3524","5350615.00","35535",315,50,0,25,75,270,6.4,0,0,0,0,0,0,10,0,0,10,5,20,20,20,20,105
"281","35240957","DA","35240957",1.782,1701,532,484,"3524001","3524","5350615.00","35535",800,90,20,65,150,700,7.6,10,5,0,10,10,0,10,10,5,10,15,25,35,20,30,290
"282","35240958","DA","35240958",0.1683,733,228,215,"3524001","3524","5350615.00","35535",330,45,10,50,45,305,9.2,5,0,0,0,5,0,0,0,5,0,10,10,10,10,15,130
"283","35240959","DA","35240959",0.1338,666,196,187,"3524001","3524","5350615.00","35535",305,60,20,50,85,280,4.8,0,0,0,0,0,0,10,0,0,0,10,15,5,5,10,125
"284","35240960","DA","35240960",0.0827,1004,445,418,"3524001","3524","5350615.00","35535",565,80,10,110,135,435,12.2,20,0,5,5,15,15,15,15,10,20,35,20,40,30,30,150
"285","35240961","DA","35240961",0.2593,1419,526,497,"3524001","3524","5350615.00","35535",740,70,20,60,200,565,10.6,20,10,5,0,15,10,15,15,10,25,30,30,35,45,35,210
"286","35240962","DA","35240962",2.4456,1248,447,380,"3524001","3524","5350615.00","35535",485,40,10,75,120,395,4.8,5,0,0,0,0,15,5,10,10,10,25,25,20,20,10,215
"287","35240963","DA","35240963",0.2491,1682,476,461,"3524001","3524","5350615.00","35535",835,95,0,95,150,650,4.6,10,0,0,0,5,5,5,10,5,5,15,20,15,25,25,325
"288","35240964","DA","35240964",0.1661,1042,298,284,"3524001","3524","5350615.00","35535",475,50,30,25,60,430,5.8,0,0,0,5,5,0,5,5,0,5,10,5,10,5,15,195
"289","35240965","DA","35240965",0.2678,1866,502,493,"3524001","3524","5350615.00","35535",885,110,20,80,155,755,5.4,5,5,0,0,5,5,0,0,10,5,15,25,20,25,25,335
"290","35240966","DA","35240966",0.2821,1061,364,339,"3524001","3524","5350615.00","35535",480,65,0,20,130,405,9.2,10,5,0,5,5,5,10,5,10,5,20,25,20,20,20,170
"291","35240967","DA","35240967",0.2162,1381,499,481,"3524001","3524","5350615.00","35535",615,60,25,80,110,540,7.7,10,0,5,10,5,5,10,5,10,20,25,35,35,45,30,230
"292","35240968","DA","35240968",0.4234,1383,420,407,"3524001","3524","5350615.00","35535",600,105,0,110,95,520,9,15,0,0,5,0,0,15,5,15,10,20,25,35,25,20,225
"293","35240969","DA","35240969",0.1195,841,221,215,"3524001","3524","5350615.00","35535",375,55,0,50,55,290,4.8,0,0,0,0,0,0,5,0,0,0,5,10,5,10,15,150
"294","35240970","DA","35240970",0.0814,604,186,179,"3524001","3524","5350615.00","35535",270,20,0,30,70,225,8,5,0,0,0,0,0,0,0,5,0,15,10,0,5,15,105
"295","35240978","DA","35240978",0.1404,1066,586,548,"3524001","3524","5350612.15","35535",665,85,25,120,200,400,7.6,15,0,0,15,10,20,25,15,20,30,65,50,45,45,45,130
"296","35240979","DA","35240979",0.2115,1065,322,315,"3524001","3524","5350612.15","35535",510,70,10,65,130,355,4,5,0,0,0,0,0,0,5,5,0,15,20,25,25,20,185
"297","35240980","DA","35240980",0.5517,1297,402,396,"3524001","3524","5350612.15","35535",615,60,10,80,120,455,3.2,0,0,0,0,0,5,5,10,5,15,10,15,10,15,25,270
"298","35240981","DA","35240981",0.0945,409,114,113,"3524001","3524","5350612.15","35535",175,30,0,30,30,130,NA,0,0,0,0,0,0,0,0,0,0,5,10,0,10,5,80
"299","35240982","DA","35240982",0.8636,1594,482,475,"3524001","3524","5350612.15","35535",720,125,0,70,135,605,2.8,5,0,5,0,5,0,5,10,10,0,20,15,20,20,30,335
"300","35240983","DA","35240983",0.3474,1034,317,315,"3524001","3524","5350612.15","35535",510,90,0,40,105,430,6.8,10,0,0,5,0,0,5,0,0,0,10,15,15,20,10,210
"301","35240984","DA","35240984",0.0946,495,169,168,"3524001","3524","5350612.15","35535",195,30,0,20,50,165,4.8,0,0,0,0,0,0,0,0,0,0,10,5,10,10,10,110
"302","35240985","DA","35240985",1.7478,1029,317,315,"3524001","3524","5350612.15","35535",555,95,0,55,115,425,5,0,0,0,0,0,0,0,5,0,0,10,15,15,15,15,225
"303","35240986","DA","35240986",0.3518,1459,507,496,"3524001","3524","5350612.22","35535",695,100,10,90,215,555,5.2,10,0,0,0,5,10,5,10,20,5,20,20,35,40,45,265
"304","35240987","DA","35240987",0.2718,1184,300,298,"3524001","3524","5350612.22","35535",575,80,0,55,95,445,3.5,0,0,0,0,0,5,0,5,0,0,10,10,10,5,5,240
"305","35240988","DA","35240988",0.2103,1400,466,459,"3524001","3524","5350612.22","35535",730,55,0,90,210,465,5.8,10,0,0,5,10,5,0,15,10,10,25,35,25,30,30,250
"306","35241030","DA","35241030",1.1646,2893,912,902,"3524001","3524","5350610.05","35535",1355,135,15,165,345,955,4.5,15,5,0,10,0,10,15,15,15,15,25,25,45,40,55,615
"307","35241031","DA","35241031",0.7369,2578,873,851,"3524001","3524","5350610.06","35535",1310,200,25,155,265,1005,4.6,15,0,5,5,5,15,15,10,10,10,35,45,45,30,35,570
"308","35241034","DA","35241034",0.2062,1289,387,382,"3524001","3524","5350612.21","35535",615,80,0,80,205,400,5.6,5,0,5,0,5,5,5,5,10,10,15,15,25,25,30,225
"309","35241035","DA","35241035",0.1339,756,229,225,"3524001","3524","5350612.21","35535",345,40,0,50,65,285,8.8,10,0,0,0,5,0,0,0,5,5,5,10,20,25,25,110
"310","35241036","DA","35241036",0.149,878,216,215,"3524001","3524","5350612.21","35535",440,55,15,55,115,285,4,0,0,0,0,0,0,0,0,5,0,5,5,0,5,15,165
"311","35241045","DA","35241045",0.1356,418,159,158,"3524001","3524","5350610.05","35535",220,25,0,25,95,120,3.2,0,0,0,0,0,0,0,5,5,0,5,15,0,10,20,80
"312","35241046","DA","35241046",0.5295,1109,486,475,"3524001","3524","5350610.06","35535",515,40,0,75,115,330,6.2,15,0,0,5,0,5,5,10,15,15,25,25,40,30,20,270
